mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
545.1885_5.1978,545.1885,5.1978,1511.9247,545.1885_5.1978,545.1885_5.1978,1
406.0995_3.1087,406.0995,3.1087,3789.9298,Cluster_343.1048_3.1056,181.0519_3.1051;343.1048_3.1056;344.1116_3.098;379.0846_3.1081;381.0803_3.1087;406.0995_3.1087;443.0287_3.1049,7
551.2134_4.6787,551.2134,4.6787,3467.572,551.2134_4.6787,551.2134_4.6787,1
475.1823_3.2047,475.1823,3.2047,4728.29175,475.1823_3.2047,475.1823_3.2047,1
453.9903_3.0205,453.9903,3.0205,3218.45095,Cluster_329.1255_3.0238,329.1255_3.0238;365.1013_3.0268;453.9903_3.0205,3
643.2212_2.6834,643.2212,2.6834,5770.3501,643.2212_2.6834,643.2212_2.6834,1
481.1075_0.7163,481.1075,0.7163,8841.83935,481.1075_0.7163,481.1075_0.7163,1
555.1682_4.1656,555.1682,4.1656,2704.2003999999997,555.1682_4.1656,555.1682_4.1656,1
557.1806_4.442,557.1806,4.442,4253.63185,Cluster_521.2047_4.4395,521.2047_4.4395;557.1806_4.442;559.1815_4.4442;589.1921_4.4384,4
609.2055_3.7984,609.2055,3.7984,5431.53835,609.2055_3.7984,609.2055_3.7984,1
427.0343_3.1632,427.0343,3.1632,7562.68725,Cluster_327.1103_3.1577,165.0564_3.1581;327.1103_3.1577;363.0867_3.1572;395.0983_3.1601;426.027_3.1613;427.0343_3.1632,6
1466.6203_4.1399,1466.6203,4.1399,1595.7801,Cluster_1430.6445_4.14,1430.6445_4.14;1466.6203_4.1399;1483.5565_4.1371;1498.63_4.1395;714.8211_4.1408;737.8242_4.1396;760.8269_4.138,7
1096.5173_0.583,1096.5173,0.583,4058.44945,Cluster_296.8839_0.5836,1052.5345_0.5834;1054.5334_0.5835;1096.5173_0.583;1136.4956_0.5832;1138.4952_0.5833;1222.4566_0.5831;1306.4187_0.5826;1390.3812_0.5831;296.8839_0.5836;298.8821_0.5837;380.8452_0.5838;382.8433_0.5834;464.8062_0.5835;466.8046_0.5845;548.7675_0.5832;550.7656_0.5838;632.7285_0.5837;634.7267_0.5837;716.6895_0.5838;718.6877_0.5835;800.6505_0.5837;802.6489_0.583;804.6471_0.583;884.6117_0.5832;886.6103_0.584;888.6085_0.5827;927.5936_0.5834;968.573_0.5837;970.572_0.5835;972.5704_0.5856,30
443.1205_3.843,443.1205,3.843,1823.5974,443.1205_3.843,443.1205_3.843,1
371.1006_3.633,371.1006,3.633,7519.427449999999,Cluster_371.1006_3.633,371.1006_3.633;371.101_3.633;439.0871_3.6309,3
1048.5314_3.7239,1048.5314,3.7239,2256.31945,1048.5314_3.7239,1048.5314_3.7239,1
675.1554_4.0299,675.1554,4.0299,3306.3602499999997,675.1554_4.0299,675.1554_4.0299,1
659.1412_5.8967,659.1412,5.8967,2379.45605,659.1412_5.8967,659.1412_5.8967,1
1035.4655_5.1791,1035.4655,5.1791,3111.1804,Cluster_1035.4655_5.1791,1035.4655_5.1791;991.4755_5.178,2
673.7792_4.1663,673.7792,4.1663,1552.5032999999999,Cluster_1266.5774_4.169,1266.5754_4.1682;1266.5774_4.169;1302.5543_4.1692;1312.5817_4.1695;1380.5663_4.171;655.79_4.1667;673.7792_4.1663;678.7922_4.1686,8
895.2572_2.3095,895.2572,2.3095,2794.34645,895.2572_2.3095,895.2572_2.3095,1
521.1089_3.1181,521.1089,3.1181,3410.40395,521.1089_3.1181,521.1089_3.1181,1
1369.6203_4.9329,1369.6203,4.9329,2302.35,Cluster_1347.641_4.9326,1347.641_4.9326;1348.6416_4.9315;1369.6203_4.9329;1383.6159_4.9389;1384.6162_4.936;1385.6154_4.9331;1400.5503_4.9357;1401.559_4.9461;1405.5912_4.9367;1415.6272_4.9308;1465.5734_4.9354;696.3208_4.9351;696.8245_4.9314;714.3105_4.9432;719.324_4.937;719.8269_4.9336,16
1512.0042_6.1234,1512.0042,6.1234,4084.1168,Cluster_1512.0042_6.1234,1512.0042_6.1234;1512.3377_6.123;1512.6686_6.1223,3
459.061_4.1968,459.061,4.1968,3731.55055,Cluster_359.1363_4.1947,359.1363_4.1947;459.061_4.1968,2
651.783_3.8581,651.783,3.8581,1786.6239500000001,Cluster_1321.5024_3.8574,1321.5024_3.8574;1404.5645_3.8577;651.783_3.8581;674.7858_3.8583;706.2569_3.8577,5
1400.5503_4.9357,1400.5503,4.9357,2271.13645,Cluster_1347.641_4.9326,1347.641_4.9326;1348.6416_4.9315;1369.6203_4.9329;1383.6159_4.9389;1384.6162_4.936;1385.6154_4.9331;1400.5503_4.9357;1401.559_4.9461;1405.5912_4.9367;1415.6272_4.9308;1465.5734_4.9354;696.3208_4.9351;696.8245_4.9314;714.3105_4.9432;719.324_4.937;719.8269_4.9336,16
760.8271_3.8269,760.8271,3.8269,1621.71485,Cluster_1266.5748_3.8275,1266.5748_3.8275;1466.6204_3.817;1467.6229_3.8154;732.8092_3.827;737.8241_3.8327;755.8126_3.8217;760.8271_3.8269,7
1017.4516_4.9925,1017.4516,4.9925,4473.94945,Cluster_949.4664_4.9925,1002.376_4.9918;1017.4516_4.9925;1049.3892_4.9933;1281.5693_5.0028;949.4664_4.9925;971.446_4.9928,6
461.1655_3.305,461.1655,3.305,4036.2557500000003,461.1655_3.305,461.1655_3.305,1
770.0824_3.2572,770.0824,3.2572,5702.95995,770.0824_3.2572,770.0824_3.2572,1
1404.5645_3.8577,1404.5645,3.8577,2175.13315,Cluster_1321.5024_3.8574,1321.5024_3.8574;1404.5645_3.8577;651.783_3.8581;674.7858_3.8583;706.2569_3.8577,5
1384.6162_4.936,1384.6162,4.936,1791.9406,Cluster_1347.641_4.9326,1347.641_4.9326;1348.6416_4.9315;1369.6203_4.9329;1383.6159_4.9389;1384.6162_4.936;1385.6154_4.9331;1400.5503_4.9357;1401.559_4.9461;1405.5912_4.9367;1415.6272_4.9308;1465.5734_4.9354;696.3208_4.9351;696.8245_4.9314;714.3105_4.9432;719.324_4.937;719.8269_4.9336,16
1380.5663_4.171,1380.5663,4.171,1200.22575,Cluster_1266.5774_4.169,1266.5754_4.1682;1266.5774_4.169;1302.5543_4.1692;1312.5817_4.1695;1380.5663_4.171;655.79_4.1667;673.7792_4.1663;678.7922_4.1686,8
447.1545_4.4069,447.1545,4.4069,2771.5531,447.1545_4.4069,447.1545_4.4069,1
598.0444_4.6263,598.0444,4.6263,2926.2554,Cluster_515.1217_4.627,161.0292_4.6299;257.0581_4.6269;353.0894_4.6286;513.1052_4.6331;515.1217_4.627;535.0875_4.6346;537.1029_4.6261;541.5769_4.6271;553.0751_4.6275;598.0444_4.6263;604.0088_4.6293;612.0288_4.633;614.0372_4.6284;639.9859_4.6264,14
531.1149_4.6319,531.1149,4.6319,3807.85485,Cluster_511.0901_4.6432,351.0735_4.6363;511.0901_4.6432;529.1004_4.6394;531.1149_4.6319;579.0774_4.6462;611.0232_4.6372,6
981.2023_0.7165,981.2023,0.7165,3596.9795,Cluster_981.2023_0.7165,965.227_0.718;981.2023_0.7165,2
390.179_3.3586,390.179,3.3586,5675.861349999999,390.179_3.3586,390.179_3.3586,1
971.446_4.9928,971.446,4.9928,3842.93495,Cluster_949.4664_4.9925,1002.376_4.9918;1017.4516_4.9925;1049.3892_4.9933;1281.5693_5.0028;949.4664_4.9925;971.446_4.9928,6
543.2575_4.1884,543.2575,4.1884,2768.45985,543.2575_4.1884,543.2575_4.1884,1
892.1361_3.7417,892.1361,3.7417,2768.18615,Cluster_839.2261_3.7401,419.1138_3.7479;419.117_3.7482;837.2096_3.7422;839.2261_3.7401;861.2068_3.7452;892.1361_3.7417,6
544.2767_5.0181,544.2767,5.0181,599.8548499999999,Cluster_588.2665_5.0159,544.2767_5.0181;588.2665_5.0159,2
1373.6213_5.06,1373.6213,5.06,2395.31655,Cluster_1373.6213_5.06,1373.6213_5.06;1373.6217_5.0604,2
1461.5467_4.9555,1461.5467,4.9555,3190.46055,Cluster_1343.614_4.9557,1343.614_4.9557;1345.6262_4.9503;1346.6299_4.9605;1365.5928_4.955;1367.6052_4.9508;1368.6092_4.968;1379.588_4.9551;1381.597_4.9547;1382.6009_4.9528;1396.524_4.9548;1403.5731_4.9523;1406.5998_4.9436;1461.5467_4.9555;671.3043_4.959;694.3073_4.9549;694.8092_4.9547;695.3134_4.9559;712.2967_4.9549;712.7985_4.9557;713.304_4.9556;717.311_4.9549,21
347.0974_2.4502,347.0974,2.4502,5396.3345,Cluster_301.091_2.4654,301.091_2.4654;337.0683_2.4537;339.0673_2.4443;347.0974_2.4502,4
1491.9463_6.1593,1491.9463,6.1593,3444.0057500000003,Cluster_1474.312_6.1633,1473.9756_6.1619;1474.312_6.1633;1474.6452_6.1632;1474.9794_6.1632;1475.6461_6.163;1481.2999_6.1597;1481.6361_6.1614;1481.9699_6.1606;1482.3027_6.1607;1491.6094_6.1576;1491.9463_6.1593;1492.2787_6.1585;1492.6126_6.1566,13
649.1841_0.9868,649.1841,0.9868,909.8163999999999,649.1841_0.9868,649.1841_0.9868,1
470.0173_3.3208,470.0173,3.3208,3410.14025,470.0173_3.3208,470.0173_3.3208,1
1359.6411_5.1983,1359.6411,5.1983,1897.66345,1359.6411_5.1983,1359.6411_5.1983,1
429.1269_2.3054,429.1269,2.3054,3407.40125,Cluster_341.1088_2.3048,341.1088_2.3048;383.1215_2.3176;419.0977_2.3069;429.1269_2.3054,4
1095.5417_4.3357,1095.5417,4.3357,34235.0293,Cluster_1095.5417_4.3357,1049.5364_4.3338;1084.5095_4.3402;1095.5417_4.3357,3
693.2618_4.5069,693.2618,4.5069,1679.2663499999999,Cluster_337.1522_4.5051,1252.6313_4.5012;249.1356_4.5057;291.1464_4.5064;337.1522_4.5051;435.0608_4.5062;454.0357_4.5078;460.0012_4.5069;461.9985_4.5065;671.2783_4.5037;693.2618_4.5069;724.1896_4.5065,11
671.2783_4.5037,671.2783,4.5037,1403.6225,Cluster_337.1522_4.5051,1252.6313_4.5012;249.1356_4.5057;291.1464_4.5064;337.1522_4.5051;435.0608_4.5062;454.0357_4.5078;460.0012_4.5069;461.9985_4.5065;671.2783_4.5037;693.2618_4.5069;724.1896_4.5065,11
699.2368_4.2638,699.2368,4.2638,758.65705,Cluster_249.063_4.2676,249.063_4.2676;305.1256_4.255;351.1311_4.2572;449.0398_4.2574;699.2368_4.2638,5
460.0012_4.5069,460.0012,4.5069,1185.1486,Cluster_337.1522_4.5051,1252.6313_4.5012;249.1356_4.5057;291.1464_4.5064;337.1522_4.5051;435.0608_4.5062;454.0357_4.5078;460.0012_4.5069;461.9985_4.5065;671.2783_4.5037;693.2618_4.5069;724.1896_4.5065,11
1252.6313_4.5012,1252.6313,4.5012,1521.036,Cluster_337.1522_4.5051,1252.6313_4.5012;249.1356_4.5057;291.1464_4.5064;337.1522_4.5051;435.0608_4.5062;454.0357_4.5078;460.0012_4.5069;461.9985_4.5065;671.2783_4.5037;693.2618_4.5069;724.1896_4.5065,11
724.1896_4.5065,724.1896,4.5065,455.49424999999997,Cluster_337.1522_4.5051,1252.6313_4.5012;249.1356_4.5057;291.1464_4.5064;337.1522_4.5051;435.0608_4.5062;454.0357_4.5078;460.0012_4.5069;461.9985_4.5065;671.2783_4.5037;693.2618_4.5069;724.1896_4.5065,11
548.1462_2.5482,548.1462,2.5482,30449.0586,Cluster_164.0727_2.5485,164.0727_2.5485;344.1361_2.5485;351.1342_2.5484;384.0798_2.5484;418.0409_2.5481;547.1423_2.5477;548.1462_2.5482;564.1945_2.5483;583.1191_2.5482;615.1305_2.5478;683.268_2.5484;710.2247_2.5491;712.2216_2.5484,13
867.2782_2.373,867.2782,2.373,12142.2432,Cluster_867.2782_2.373,606.2041_2.3814;699.2348_2.3776;867.2782_2.373;920.1893_2.3732,4
1129.5378_4.2943,1129.5378,4.2943,2875.132,Cluster_1092.5223_4.2924,1046.5169_4.2927;1082.4943_4.2945;1092.5223_4.2924;1129.5378_4.2943,4
454.0357_4.5078,454.0357,4.5078,957.2293999999999,Cluster_337.1522_4.5051,1252.6313_4.5012;249.1356_4.5057;291.1464_4.5064;337.1522_4.5051;435.0608_4.5062;454.0357_4.5078;460.0012_4.5069;461.9985_4.5065;671.2783_4.5037;693.2618_4.5069;724.1896_4.5065,11
1202.5192_4.9719,1202.5192,4.9719,1411.0599,Cluster_1134.5322_4.9713,1088.5274_4.973;1124.5043_4.9728;1134.5322_4.9713;1156.5135_4.9725;1202.5192_4.9719;1206.4621_4.9723;1224.5006_4.9705,7
461.9985_4.5065,461.9985,4.5065,856.4398,Cluster_337.1522_4.5051,1252.6313_4.5012;249.1356_4.5057;291.1464_4.5064;337.1522_4.5051;435.0608_4.5062;454.0357_4.5078;460.0012_4.5069;461.9985_4.5065;671.2783_4.5037;693.2618_4.5069;724.1896_4.5065,11
1106.5282_4.2839,1106.5282,4.2839,4813.2248500000005,1106.5282_4.2839,1106.5282_4.2839,1
1106.5346_5.1092,1106.5346,5.1092,2935.5879999999997,1106.5346_5.1092,1106.5346_5.1092,1
339.1674_3.8372,339.1674,3.8372,9019.9961,339.1674_3.8372,339.1674_3.8372,1
583.2014_4.2039,583.2014,4.2039,6028.75195,583.2014_4.2039,583.2014_4.2039,1
935.4853_4.8518,935.4853,4.8518,3507.3866,935.4853_4.8518,935.4853_4.8518,1
387.0815_3.2157,387.0815,3.2157,7061.9746,387.0815_3.2157,387.0815_3.2157,1
407.0537_2.9302,407.0537,2.9302,9917.563450000001,Cluster_405.0519_2.9255,405.0519_2.9255;407.0537_2.9302,2
468.1725_2.9966,468.1725,2.9966,1504.66295,Cluster_441.1537_2.9968,441.1537_2.9968;451.1888_2.9987;468.1725_2.9966,3
615.2303_3.9256,615.2303,3.9256,2743.72705,615.2303_3.9256,615.2303_3.9256,1
1136.535_4.293,1136.535,4.293,5151.0305499999995,Cluster_1112.5508_4.2949,1066.545_4.2949;1102.5199_4.2962;1103.5213_4.2955;1112.5508_4.2949;1119.4553_4.2951;1134.5305_4.2949;1135.5334_4.293;1136.535_4.293;1165.4628_4.295;1180.5359_4.2956;1184.4806_4.295,11
1171.5495_4.6376,1171.5495,4.6376,1607.4487,Cluster_1154.5617_4.6386,1108.5558_4.6387;1144.5315_4.6395;1145.534_4.6397;1146.5315_4.64;1154.5617_4.6386;1171.5495_4.6376;1176.5416_4.6393;1207.4741_4.6387;1208.4773_4.6369;1222.5468_4.6396;1226.4902_4.6344,11
445.1889_1.8653,445.1889,1.8653,2906.26285,Cluster_445.1889_1.8653,445.1889_1.8653;576.2833_1.8655,2
360.1_1.8682,360.1,1.8682,5905.0542000000005,Cluster_130.0878_1.8674,130.0878_1.8674;198.0758_1.8678;231.0206_1.8676;283.1653_1.8674;316.1099_1.8671;360.1_1.8682;377.1522_1.8671;428.0869_1.8672;429.0956_1.8674;462.2413_1.8661;491.1944_1.8646,11
811.8393_4.6337,811.8393,4.6337,3857.3478,Cluster_811.8393_4.6337,1624.6795_4.6325;811.8393_4.6337;812.3406_4.6363;822.8301_4.6343,4
307.13_2.6728,307.13,2.6728,3394.215,307.13_2.6728,307.13_2.6728,1
664.2976_5.5978,664.2976,5.5978,270.98215,664.2976_5.5978,664.2976_5.5978,1
1208.4773_4.6369,1208.4773,4.6369,3016.2319500000003,Cluster_1154.5617_4.6386,1108.5558_4.6387;1144.5315_4.6395;1145.534_4.6397;1146.5315_4.64;1154.5617_4.6386;1171.5495_4.6376;1176.5416_4.6393;1207.4741_4.6387;1208.4773_4.6369;1222.5468_4.6396;1226.4902_4.6344,11
999.4206_6.0546,999.4206,6.0546,3493.8971,Cluster_1009.4498_6.0548,1009.4498_6.0548;1031.4308_6.0548;1062.3619_6.055;1077.4361_6.0546;1081.3791_6.0544;963.4449_6.0548;999.4206_6.0546,7
499.2044_4.3969,499.2044,4.3969,1796.2803,Cluster_453.1992_4.3979,453.1992_4.3979;499.2044_4.3969;597.1132_4.3987,3
1117.523_4.4444,1117.523,4.4444,1955.2284,1117.523_4.4444,1117.523_4.4444,1
565.1917_4.4755,565.1917,4.4755,1788.7222,Cluster_563.1803_4.4798,563.1803_4.4798;565.1917_4.4755,2
1077.5156_5.1233,1077.5156,5.1233,4516.5962,Cluster_1077.5156_5.1233,1077.5156_5.1233;1113.4893_5.1186,2
335.1724_4.3673,335.1724,4.3673,2631.5791,Cluster_381.1784_4.3831,335.1724_4.3673;381.1784_4.3831,2
1031.4308_6.0548,1031.4308,6.0548,3004.49365,Cluster_1009.4498_6.0548,1009.4498_6.0548;1031.4308_6.0548;1062.3619_6.055;1077.4361_6.0546;1081.3791_6.0544;963.4449_6.0548;999.4206_6.0546,7
461.1442_3.2064,461.1442,3.2064,4428.4169999999995,461.1442_3.2064,461.1442_3.2064,1
473.1654_3.1793,473.1654,3.1793,2045.9013,Cluster_405.1757_3.1788,405.1757_3.1788;473.1654_3.1793;505.1021_3.1719,3
597.1141_2.9338,597.1141,2.9338,4861.7705000000005,597.1141_2.9338,597.1141_2.9338,1
518.2617_4.224,518.2617,4.224,2483.95545,518.2617_4.224,518.2617_4.224,1
1082.4943_4.2945,1082.4943,4.2945,1997.71235,Cluster_1092.5223_4.2924,1046.5169_4.2927;1082.4943_4.2945;1092.5223_4.2924;1129.5378_4.2943,4
643.2078_5.6139,643.2078,5.6139,287.98675000000003,643.2078_5.6139,643.2078_5.6139,1
464.1184_3.6703,464.1184,3.6703,3972.2556,Cluster_472.1474_3.6801,462.1193_3.6682;464.1184_3.6703;472.1474_3.6801,3
478.0715_3.7095,478.0715,3.7095,1592.74395,Cluster_389.1829_3.711,389.1829_3.711;457.1738_3.7097;478.0715_3.7095;489.1089_3.7114;556.0891_3.7091,5
508.1477_3.9575,508.1477,3.9575,1637.33555,508.1477_3.9575,508.1477_3.9575,1
407.1727_6.2044,407.1727,6.2044,908.85575,407.1727_6.2044,407.1727_6.2044,1
1138.5636_4.5538,1138.5636,4.5538,1303.68165,Cluster_1138.5636_4.5538,1138.5636_4.5538;1184.5677_4.5542,2
542.2338_4.2734,542.2338,4.2734,2738.4969499999997,542.2338_4.2734,542.2338_4.2734,1
633.1642_2.382,633.1642,2.382,4230.09475,633.1642_2.382,633.1642_2.382,1
500.1285_4.5982,500.1285,4.5982,6117.2898000000005,500.1285_4.5982,500.1285_4.5982,1
1092.558_5.3667,1092.558,5.3667,4626.8638,Cluster_1092.558_5.3667,1046.5533_5.3664;1092.558_5.3667;1093.5619_5.3668,3
1150.5598_5.4124,1150.5598,5.4124,1620.9043000000001,Cluster_1150.5598_5.4124,1104.5583_5.4126;1150.5598_5.4124,2
441.1427_3.912,441.1427,3.912,1576.6572500000002,441.1427_3.912,441.1427_3.912,1
567.0831_4.2085,567.0831,4.2085,659.0934,567.0831_4.2085,567.0831_4.2085,1
1060.5322_5.1448,1060.5322,5.1448,750.4144,1060.5322_5.1448,1060.5322_5.1448,1
585.0933_3.6629,585.0933,3.6629,3794.7977499999997,585.0933_3.6629,585.0933_3.6629,1
1271.5892_5.246,1271.5892,5.246,1070.8046,1271.5892_5.246,1271.5892_5.246,1
1224.5006_4.9705,1224.5006,4.9705,818.7347,Cluster_1134.5322_4.9713,1088.5274_4.973;1124.5043_4.9728;1134.5322_4.9713;1156.5135_4.9725;1202.5192_4.9719;1206.4621_4.9723;1224.5006_4.9705,7
1269.5761_5.4873,1269.5761,5.4873,282.8408,1269.5761_5.4873,1269.5761_5.4873,1
1081.3791_6.0544,1081.3791,6.0544,2146.05905,Cluster_1009.4498_6.0548,1009.4498_6.0548;1031.4308_6.0548;1062.3619_6.055;1077.4361_6.0546;1081.3791_6.0544;963.4449_6.0548;999.4206_6.0546,7
1065.5469_5.5059,1065.5469,5.5059,3521.1313499999997,1065.5469_5.5059,1065.5469_5.5059,1
1143.4984_6.3313,1143.4984,6.3313,286.42764999999997,Cluster_1153.5281_6.3319,1107.5224_6.3326;1143.4984_6.3313;1153.5281_6.3319;1175.5089_6.3314,4
1115.5005_5.0961,1115.5005,5.0961,2919.90515,Cluster_562.2662_5.0932,1115.5005_5.0961;562.2662_5.0932,2
727.2307_2.516,727.2307,2.516,3641.06235,727.2307_2.516,727.2307_2.516,1
1104.5583_5.4126,1104.5583,5.4126,1206.39975,Cluster_1150.5598_5.4124,1104.5583_5.4126;1150.5598_5.4124,2
1142.5568_4.2303,1142.5568,4.2303,1658.5874,1142.5568_4.2303,1142.5568_4.2303,1
1119.4553_4.2951,1119.4553,4.2951,2484.6163500000002,Cluster_1112.5508_4.2949,1066.545_4.2949;1102.5199_4.2962;1103.5213_4.2955;1112.5508_4.2949;1119.4553_4.2951;1134.5305_4.2949;1135.5334_4.293;1136.535_4.293;1165.4628_4.295;1180.5359_4.2956;1184.4806_4.295,11
477.1057_4.3648,477.1057,4.3648,4344.274149999999,477.1057_4.3648,477.1057_4.3648,1
501.2194_3.6371,501.2194,3.6371000000000002,3060.6913999999997,501.2194_3.6371,501.2194_3.6371,1
431.0636_4.5045,431.0636,4.5045,1505.4193,Cluster_359.1344_4.5043,295.1411_4.505;359.1344_4.5043;403.1238_4.5074;424.0239_4.5056;431.0636_4.5045,5
505.1021_3.1719,505.1021,3.1719,1224.7574,Cluster_405.1757_3.1788,405.1757_3.1788;473.1654_3.1793;505.1021_3.1719,3
380.1414_2.62,380.1414,2.62,6343.3261999999995,380.1414_2.62,380.1414_2.62,1
933.4696_5.1572,933.4696,5.1572,2826.0575,933.4696_5.1572,933.4696_5.1572,1
410.2038_2.7756,410.2038,2.7756,2476.859,Cluster_400.1744_2.7736,400.1744_2.7736;410.2038_2.7756,2
1078.5429_4.365,1078.5429,4.365,3692.66735,Cluster_1078.5429_4.365,1032.538_4.3638;1068.5179_4.3635;1078.5429_4.365,3
662.3021_4.2577,662.3021,4.2577,687.86415,662.3021_4.2577,662.3021_4.2577,1
1175.5089_6.3314,1175.5089,6.3314,287.98675000000003,Cluster_1153.5281_6.3319,1107.5224_6.3326;1143.4984_6.3313;1153.5281_6.3319;1175.5089_6.3314,4
1170.5064_4.2954,1170.5064,4.2954,2557.7756499999996,Cluster_1202.5167_4.2942,1170.5064_4.2954;1202.5167_4.2942,2
502.1788_3.0251,502.1788,3.0251,817.8306,502.1788_3.0251,502.1788_3.0251,1
1184.5677_4.5542,1184.5677,4.5542,1240.8469,Cluster_1138.5636_4.5538,1138.5636_4.5538;1184.5677_4.5542,2
1463.9676_6.1305,1463.9676,6.1305,10903.502,Cluster_1455.3085_6.1312,1455.3085_6.1312;1455.6409_6.131;1462.6335_6.1299;1462.9674_6.1295;1463.6341_6.1303;1463.9676_6.1305;1469.6262_6.132;1473.2779_6.1307;1473.6153_6.1333;1481.2772_6.1346;1488.2812_6.1322;1488.6156_6.1304;1488.9497_6.1325,13
731.1996_5.0355,731.1996,5.0355,7917.7178,731.1996_5.0355,731.1996_5.0355,1
392.0823_3.9416,392.0823,3.9416,2212.74745,Cluster_392.0823_3.9416,271.0627_3.9458;392.0821_3.9415;392.0823_3.9416,3
400.1744_2.7736,400.1744,2.7736,3210.7466,Cluster_400.1744_2.7736,400.1744_2.7736;410.2038_2.7756,2
719.2311_3.4455,719.2311,3.4455,4500.0491,Cluster_683.2549_3.4466,1071.428_3.4485;521.2025_3.4471;683.2549_3.4466;719.2311_3.4455,4
213.0502_0.6116,213.0502,0.6116,17736.3711,213.0502_0.6116,213.0502_0.6116,1
459.2176_4.1908,459.2176,4.1908,1377.6849499999998,459.2176_4.1908,459.2176_4.1908,1
512.2138_4.3126,512.2138,4.3126,2363.1761500000002,Cluster_512.2138_4.3126,1138.5297_4.3029;1160.5054_4.308;337.0936_4.3217;512.2138_4.3126;569.0962_4.3149;591.766_4.3082;845.287_4.3062,7
1144.4642_5.0556,1144.4642,5.0556,1905.1024,Cluster_1126.5215_5.0574,1126.5215_5.0574;1129.5205_5.0565;1130.5207_5.0603;1143.4576_5.0552;1144.4642_5.0556;1158.5304_5.0562;1189.4636_5.0565;1190.4642_5.0583;1191.4652_5.0541;1194.501_5.0585;1204.5364_5.0562;1208.4802_5.0663;1220.5057_5.056;1226.5177_5.0532,14
639.1581_3.9813,639.1581,3.9813,1834.2874,639.1581_3.9813,639.1581_3.9813,1
919.4901_5.2776,919.4901,5.2776,3388.8772,Cluster_919.4901_5.2776,505.2524_5.2718;919.4901_5.2776,2
1049.3892_4.9933,1049.3892,4.9933,3280.8822,Cluster_949.4664_4.9925,1002.376_4.9918;1017.4516_4.9925;1049.3892_4.9933;1281.5693_5.0028;949.4664_4.9925;971.446_4.9928,6
1171.493_0.5825,1171.493,0.5825,4862.0288,1171.493_0.5825,1171.493_0.5825,1
1196.5055_4.2944,1196.5055,4.2944,1582.88465,1196.5055_4.2944,1196.5055_4.2944,1
401.1467_4.4428,401.1467,4.4428,2665.0658999999996,401.1467_4.4428,401.1467_4.4428,1
621.2981_5.3153,621.2981,5.3153,2402.14895,Cluster_1197.5905_5.3188,1197.5905_5.3188;1233.5661_5.3187;1250.502_5.3171;1265.5775_5.3157;1315.5257_5.3174;621.2981_5.3153;644.2996_5.3189,7
116.0718_3.0688,116.0718,3.0688,5096.99245,Cluster_158.083_3.0687,116.0718_3.0688;158.083_3.0687;301.9981_3.068;711.2151_3.076,4
489.1401_4.4399,489.1401,4.4399,5899.41385,489.1401_4.4399,489.1401_4.4399,1
612.7322_5.1271,612.7322,5.1271,3905.5901000000003,Cluster_1134.4572_5.1218,1134.4572_5.1218;1140.503_5.1246;1141.4997_5.1268;1170.4332_5.1282;1171.4449_5.1282;1172.4385_5.1267;1202.4624_5.1237;589.7292_5.1269;612.7322_5.1271;613.2368_5.1265,10
631.145_3.7208,631.145,3.7208,1024.5385,Cluster_433.1159_3.7243,433.1159_3.7243;631.145_3.7208;633.1437_3.7218;713.1029_3.723,4
347.0577_2.7485,347.0577,2.7485,2332.3706,347.0577_2.7485,347.0577_2.7485,1
1092.5234_4.9387,1092.5234,4.9387,1530.3152,1092.5234_4.9387,1092.5234_4.9387,1
1141.4997_5.1268,1141.4997,5.1268,4007.9136,Cluster_1134.4572_5.1218,1134.4572_5.1218;1140.503_5.1246;1141.4997_5.1268;1170.4332_5.1282;1171.4449_5.1282;1172.4385_5.1267;1202.4624_5.1237;589.7292_5.1269;612.7322_5.1271;613.2368_5.1265,10
1184.5048_4.3801,1184.5048,4.3801,1632.3743,1184.5048_4.3801,1184.5048_4.3801,1
1171.4449_5.1282,1171.4449,5.1282,4710.37425,Cluster_1134.4572_5.1218,1134.4572_5.1218;1140.503_5.1246;1141.4997_5.1268;1170.4332_5.1282;1171.4449_5.1282;1172.4385_5.1267;1202.4624_5.1237;589.7292_5.1269;612.7322_5.1271;613.2368_5.1265,10
711.2519_4.1264,711.2519,4.1264,2203.2499,711.2519_4.1264,711.2519_4.1264,1
523.2211_4.3935,523.2211,4.3935,2146.6493,523.2211_4.3935,523.2211_4.3935,1
645.1844_4.4412,645.1844,4.4412,2251.68735,645.1844_4.4412,645.1844_4.4412,1
1046.5162_4.8908,1046.5162,4.8908,1254.1734000000001,1046.5162_4.8908,1046.5162_4.8908,1
1172.4385_5.1267,1172.4385,5.1267,4318.56275,Cluster_1134.4572_5.1218,1134.4572_5.1218;1140.503_5.1246;1141.4997_5.1268;1170.4332_5.1282;1171.4449_5.1282;1172.4385_5.1267;1202.4624_5.1237;589.7292_5.1269;612.7322_5.1271;613.2368_5.1265,10
597.1132_4.3987,597.1132,4.3987,742.15645,Cluster_453.1992_4.3979,453.1992_4.3979;499.2044_4.3969;597.1132_4.3987,3
478.0547_3.4498,478.0547,3.4498,3996.6443,Cluster_455.1545_3.4502,455.1545_3.4502;478.0547_3.4498,2
