mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
391.0818_3.0765,391.0818,3.0765,27915.663099999998,Cluster_401.1112_3.0769,193.0515_3.078;355.1054_3.0771;391.0818_3.0765;401.1112_3.0769;423.0924_3.0771;500.0273_3.0778,6
409.0765_3.1861,409.0765,3.1861,33240.314450000005,Cluster_409.0765_3.1861,409.0765_3.1861;486.0115_3.1863,2
427.0086_2.327,427.0086,2.327,14703.3384,Cluster_350.0734_2.326,350.0734_2.326;427.0086_2.327,2
535.0394_0.7278,535.0394,0.7278,15881.6953,535.0394_0.7278,535.0394_0.7278,1
536.1138_2.4344,536.1138,2.4344,29039.209949999997,Cluster_536.1138_2.4344,536.1138_2.4344;558.0951_2.4349,2
569.2252_5.6044,569.2252,5.6044,25002.209000000003,Cluster_569.2252_5.6044,569.2252_5.6044;637.2122_5.6046;669.1488_5.6043,3
451.139_3.9222,451.139,3.9222,27253.459000000003,Cluster_461.1683_3.9215,415.1622_3.9231;451.139_3.9222;461.1683_3.9215;514.0793_3.9203;515.087_3.9228,5
425.0042_1.4979,425.0042,1.4979,6737.23145,Cluster_180.0671_1.4997,180.0671_1.4997;248.0552_1.4995;383.123_1.5142;425.0042_1.4979,4
677.1952_2.4987,677.1952,2.4987,96560.60154999999,677.1952_2.4987,677.1952_2.4987,1
276.0182_1.8678,276.0182,1.8678,9832.6821,Cluster_276.0182_1.8678,276.0179_1.8678;276.0182_1.8678,2
329.0896_2.6474,329.0896,2.6474,50911.26955,Cluster_329.0896_2.6474,167.0356_2.6478;329.0896_2.6474,2
343.1406_3.5868,343.1406,3.5868,20402.76855,Cluster_343.1406_3.5868,343.1406_3.5868;379.118_3.5846,2
547.1295_2.3719,547.1295,2.3719,69636.52735,Cluster_433.1373_2.3726,433.1373_2.3726;469.114_2.3718;471.1117_2.3719;479.1423_2.3741;501.123_2.3726;533.0611_2.3725;547.1295_2.3719;578.0587_2.3723,8
326.1124_2.3078,326.1124,2.3078,15215.64355,326.1124_2.3078,326.1124_2.3078,1
586.8468_1.1323,586.8468,1.1323,12430.9536,586.8468_1.1323,586.8468_1.1323,1
341.0909_3.5593,341.0909,3.5593,21949.6123,Cluster_341.0909_3.5593,341.0908_3.5593;341.0909_3.5593;441.0153_3.5706,3
473.9151_1.1281,473.9151,1.1281,14064.52,473.9151_1.1281,473.9151_1.1281,1
283.1653_1.8674,283.1653,1.8674,5543.3948,Cluster_130.0878_1.8674,130.0878_1.8674;198.0758_1.8678;231.0206_1.8676;283.1653_1.8674;316.1099_1.8671;360.1_1.8682;377.1522_1.8671;428.0869_1.8672;429.0956_1.8674;462.2413_1.8661;491.1944_1.8646,11
515.1423_3.0153,515.1423,3.0153,172867.1875,Cluster_515.1423_3.0153,515.1423_3.0153;537.1238_3.0156,2
513.1224_0.682,513.1224,0.682,37311.8828,513.1224_0.682,513.1224_0.682,1
767.395_3.3875,767.395,3.3875,25414.663099999998,767.395_3.3875,767.395_3.3875,1
399.0486_0.6681,399.0486,0.6681,38680.543000000005,399.0486_0.6681,399.0486_0.6681,1
275.079_2.4271,275.079,2.4271,371415.2813,Cluster_275.079_2.4271,275.079_2.4271;313.0536_2.4282,2
377.1522_1.8671,377.1522,1.8671,4100.4083,Cluster_130.0878_1.8674,130.0878_1.8674;198.0758_1.8678;231.0206_1.8676;283.1653_1.8674;316.1099_1.8671;360.1_1.8682;377.1522_1.8671;428.0869_1.8672;429.0956_1.8674;462.2413_1.8661;491.1944_1.8646,11
540.1876_2.6058,540.1876,2.6058,9154.73145,540.1876_2.6058,540.1876_2.6058,1
387.0015_3.0125,387.0015,3.0125,30141.5371,Cluster_365.0202_3.0115,365.0202_3.0115;367.02_3.0113;387.0015_3.0125,3
283.069_0.6373,283.069,0.6373,51201.332,283.069_0.6373,283.069_0.6373,1
280.0401_0.6342,280.0401,0.6342,33732.066399999996,280.0401_0.6342,280.0401_0.6342,1
699.2654_5.0335,699.2654,5.0335,29319.90235,Cluster_677.2851_5.0346,677.2851_5.0346;699.2654_5.0335;777.2085_5.0344,3
423.0907_3.5214,423.0907,3.5214,19976.30465,Cluster_423.0907_3.5214,423.0907_3.5214;455.0304_3.5196,2
308.9959_2.5492,308.9959,2.5492,10989.95265,308.9959_2.5492,308.9959_2.5492,1
190.0104_1.145,190.0104,1.145,15114.71045,Cluster_111.0091_1.1441,111.0091_1.1441;112.0124_1.1452;129.0198_1.1476;173.01_1.1449;190.0104_1.145;192.0244_1.1452,6
359.1344_4.5043,359.1344,4.5043,14185.210449999999,Cluster_359.1344_4.5043,295.1411_4.505;359.1344_4.5043;403.1238_4.5074;424.0239_4.5056;431.0636_4.5045,5
345.1204_3.0304,345.1204,3.0304,34202.38085,345.1204_3.0304,345.1204_3.0304,1
391.1639_4.1279,391.1639,4.1279,12222.49415,391.1639_4.1279,391.1639_4.1279,1
360.078_2.3145,360.078,2.3145,24905.8047,360.078_2.3145,360.078_2.3145,1
431.904_5.8851,431.904,5.8851,4281.9058000000005,Cluster_441.9326_5.8862,270.0544_5.8836;431.904_5.8851;433.9011_5.8856;441.9326_5.8862;443.9301_5.8839,5
369.1045_2.5132,369.1045,2.5132,35187.285149999996,Cluster_369.1045_2.5132,359.0775_2.5131;361.075_2.5144;369.1045_2.5132,3
481.1498_3.7028,481.1498,3.7028,56204.4531,Cluster_445.1732_3.7183,445.1732_3.7183;481.1498_3.7028;483.1498_3.7022;508.1683_3.7044;559.1685_3.7136,5
348.0068_2.9826,348.0068,2.9826,7686.9038,Cluster_271.0714_2.9828,271.0714_2.9828;271.0714_2.9829;348.0068_2.9826;349.0133_2.9823,4
529.1574_2.8753,529.1574,2.8753,36227.05275,529.1574_2.8753,529.1574_2.8753,1
496.126_2.3314,496.126,2.3314,35441.3418,Cluster_496.1294_2.3435,496.126_2.3314;496.1294_2.3435,2
665.8034_4.1818,665.8034,4.1818,29281.0664,Cluster_1286.6043_4.1809,1286.6043_4.1809;1298.6026_4.1896;1322.5766_4.1815;1323.5802_4.1814;1324.5775_4.1806;1334.5676_4.175;1344.6015_4.192;1345.6062_4.191;1349.5943_4.1796;1354.5891_4.1804;1385.5194_4.1736;1404.5442_4.1869;1405.5469_4.1948;635.7923_4.1806;642.8003_4.1805;665.8034_4.1818;671.8021_4.1908;688.8062_4.1813;694.8057_4.1898,19
342.1195_1.0702,342.1195,1.0702,27162.14645,342.1195_1.0702,342.1195_1.0702,1
337.1515_3.8831,337.1515,3.8831,20866.2725,337.1515_3.8831,337.1515_3.8831,1
425.1079_3.3221,425.1079,3.3221,18079.46095,Cluster_357.1208_3.3199,195.0672_3.324;357.1208_3.3199;393.0952_3.3236;425.1079_3.3221,4
413.2052_2.7893,413.2052,2.7893,11667.69925,413.2052_2.7893,413.2052_2.7893,1
140.0123_0.6177,140.0123,0.6177,37366.209,140.0123_0.6177,140.0123_0.6177,1
381.178_3.7258,381.178,3.7258,19858.9414,Cluster_427.1841_3.726,381.178_3.7258;417.1549_3.7274;427.1841_3.726,3
693.2785_4.5764,693.2785,4.5764,14100.3081,693.2785_4.5764,693.2785_4.5764,1
333.1204_3.3972,333.1204,3.3972,39131.30665,333.1204_3.3972,333.1204_3.3972,1
341.0399_1.5782,341.0399,1.5782,13298.87305,Cluster_243.064_1.585,243.064_1.585;279.0406_1.5825;281.0378_1.5813;289.0693_1.5851;311.0511_1.5843;341.0399_1.5782;387.986_1.5865;487.1329_1.5836;540.045_1.5843,9
459.1314_4.3466,459.1314,4.3466,65152.660149999996,459.1314_4.3466,459.1314_4.3466,1
321.1205_3.0676,321.1205,3.0676,29169.16015,321.1205_3.0676,321.1205_3.0676,1
385.1164_3.6468,385.1164,3.6468,20958.1826,385.1164_3.6468,385.1164_3.6468,1
425.0188_3.3412,425.0188,3.3412,19249.90235,Cluster_163.041_3.3433,163.041_3.3433;361.0713_3.3425;363.0705_3.3428;425.0188_3.3412;651.1942_3.343;673.1765_3.343,6
193.0513_5.0022,193.0513,5.0022,29950.60255,193.0513_5.0022,193.0513_5.0022,1
421.0036_0.7602,421.0036,0.7602,28755.21095,Cluster_421.0036_0.7602,421.0036_0.7602;422.0017_0.7629,2
246.1361_2.7397,246.1361,2.7397,74657.87105,Cluster_246.1361_2.7397,246.1361_2.7397;346.0591_2.7401,2
339.1301_2.8507,339.1301,2.8507,6758.594,339.1301_2.8507,339.1301_2.8507,1
417.9492_1.1334,417.9492,1.1334,11270.170399999999,Cluster_435.9603_1.1314,417.9492_1.1334;433.9645_1.1317;435.9603_1.1314;436.9649_1.131;437.9659_1.1342;702.8793_1.137;718.8532_1.1349,7
380.0832_2.3082,380.0832,2.3082,11465.573250000001,380.0832_2.3082,380.0832_2.3082,1
295.0475_3.725,295.0475,3.725,14394.13185,Cluster_295.0475_3.725,177.0209_3.7238;293.0341_3.7248;295.0475_3.725;363.0347_3.7246;394.9723_3.7262,5
586.0991_2.2986,586.0991,2.2986,17007.9688,Cluster_312.097_2.2992,134.0477_2.2989;266.0925_2.2989;302.0682_2.2995;304.0654_2.2995;312.097_2.2992;586.0991_2.2986,6
392.151_2.746,392.151,2.746,12729.4873,392.151_2.746,392.151_2.746,1
485.178_3.4986,485.178,3.4986,25638.435550000002,485.178_3.4986,485.178_3.4986,1
379.0709_1.2174,379.0709,1.2174,12167.825649999999,379.0709_1.2174,379.0709_1.2174,1
433.9011_5.8856,433.9011,5.8856,4489.33155,Cluster_441.9326_5.8862,270.0544_5.8836;431.904_5.8851;433.9011_5.8856;441.9326_5.8862;443.9301_5.8839,5
725.1951_4.0215,725.1951,4.0215,97730.1367,Cluster_725.1951_4.0215,725.1951_4.0215;761.1697_4.0232;793.181_4.0204;825.1183_4.0233;843.1289_4.0227,5
399.1166_2.5484,399.1166,2.5484,8456.572250000001,Cluster_232.0604_2.5485,232.0604_2.5485;265.0053_2.5483;399.1166_2.5484;428.0693_2.5482;445.1207_2.5478,5
1199.4785_5.1254,1199.4785,5.1254,20735.54785,Cluster_1081.5465_5.1244,1063.5328_5.1294;1081.5465_5.1244;1082.5477_5.1242;1084.5531_5.1258;1105.5034_5.1247;1117.5211_5.1254;1121.524_5.1246;1149.5307_5.1252;1179.5135_5.1187;1181.4715_5.1189;1199.4785_5.1254;540.2706_5.126;558.2593_5.1263;563.2743_5.1256;581.2621_5.1271;586.2761_5.1264,16
457.2097_5.1389,457.2097,5.1389,14799.985349999999,Cluster_457.2097_5.1389,411.2035_5.1325;457.2097_5.1389,2
503.1207_4.2993,503.1207,4.2993,70389.9961,503.1207_4.2993,503.1207_4.2993,1
346.0574_1.3895,346.0574,1.3895,41128.1035,346.0574_1.3895,346.0574_1.3895,1
279.9095_1.4151,279.9095,1.4151,7953.2683,279.9095_1.4151,279.9095_1.4151,1
394.9569_1.3044,394.9569,1.3044,4016.8812,Cluster_128.0358_1.2989,128.0358_1.2989;129.0308_1.2944;279.0614_1.3023;308.1002_1.2986;342.0459_1.3009;372.9752_1.2999;394.9569_1.3044,7
484.2424_2.8906,484.2424,2.8906,14573.880850000001,484.2424_2.8906,484.2424_2.8906,1
173.0098_2.1632,173.0098,2.1632,24883.149400000002,Cluster_205.0365_2.1637,173.0098_2.1632;205.0365_2.1637,2
223.0624_3.2291,223.0624,3.2291,33715.9492,Cluster_385.1161_3.2282,223.0624_3.2291;385.1161_3.2282;431.1217_3.2277;453.1019_3.2297;530.038_3.2184,5
371.1364_4.7073,371.1364,4.7073,15146.332,Cluster_371.1364_4.7073,371.1364_4.7073;469.0459_4.7075,2
375.0272_1.7111,375.0272,1.7111,8130.45335,375.0272_1.7111,375.0272_1.7111,1
508.8733_0.5424,508.8733,0.5424,7075.5835,508.8733_0.5424,508.8733_0.5424,1
377.0667_2.8468,377.0667,2.8468,49522.6367,Cluster_409.0772_2.8482,377.0667_2.8468;379.0657_2.8459;404.0849_2.8491;409.0772_2.8482;459.0244_2.8474;482.016_2.8475;486.0116_2.8476,7
471.1724_3.2207,471.1724,3.2207,13126.088899999999,471.1724_3.2207,471.1724_3.2207,1
786.6744_0.5805,786.6744,0.5805,26354.466800000002,Cluster_700.7151_0.5812,1036.5597_0.5814;1038.5585_0.5818;700.7151_0.5812;702.7135_0.5807;784.6761_0.5807;786.6744_0.5805;788.6729_0.5808;868.6371_0.581;870.6356_0.582;872.634_0.5804;952.5983_0.5812;954.597_0.581,12
413.1235_2.4338,413.1235,2.4338,122947.7227,Cluster_413.1235_2.4338,413.1235_2.4338;415.1218_2.436;491.1398_2.4496,3
282.115_5.0814,282.115,5.0814,4213.7041,282.115_5.0814,282.115_5.0814,1
420.0427_2.5467,420.0427,2.5467,4896.8718,Cluster_419.047_2.5469,419.047_2.5469;420.0427_2.5467,2
467.134_3.2661,467.134,3.2661,101872.6602,Cluster_477.1636_3.2655,431.157_3.265;467.134_3.2661;469.1324_3.2655;477.1636_3.2655;494.1528_3.2641;531.0816_3.2653,6
423.0924_3.0771,423.0924,3.0771,19772.2451,Cluster_401.1112_3.0769,193.0515_3.078;355.1054_3.0771;391.0818_3.0765;401.1112_3.0769;423.0924_3.0771;500.0273_3.0778,6
291.0854_1.0115,291.0854,1.0115,10389.614249999999,Cluster_245.0772_1.0139,245.0772_1.0139;291.0854_1.0115,2
473.1511_0.7271,473.1511,0.7271,30484.77835,Cluster_471.134_0.7255,471.134_0.7255;473.1511_0.7271,2
819.1499_0.7172,819.1499,0.7172,18808.70605,Cluster_377.0869_0.7164,1145.2893_0.7267;1161.2673_0.7248;341.1093_0.7266;377.0869_0.7164;379.0844_0.7166;387.115_0.727;491.1616_0.726;515.1254_0.7264;803.1735_0.7196;819.1499_0.7172;982.2174_0.7166;990.2107_0.7298,12
325.1516_2.8542,325.1516,2.8542,16466.670899999997,325.1516_2.8542,325.1516_2.8542,1
579.0316_1.0202,579.0316,1.0202,18580.88085,Cluster_414.044_1.0219,414.044_1.0219;579.0316_1.0202,2
461.1318_2.5222,461.1318,2.5222,36358.628899999996,461.1318_2.5222,461.1318_2.5222,1
163.0412_4.0149,163.0412,4.0149,8485.4658,163.0412_4.0149,163.0412_4.0149,1
187.0258_2.2843,187.0258,2.2843,91446.42575,187.0258_2.2843,187.0258_2.2843,1
354.1238_2.3752,354.1238,2.3752,10241.2295,354.1238_2.3752,354.1238_2.3752,1
263.1149_3.5514,263.1149,3.5514,7627.103,Cluster_309.121_3.5506,263.1149_3.5514;299.0921_3.5497;301.0895_3.5524;309.121_3.5506,4
1382.5843_4.2374,1382.5843,4.2374,21489.80075,Cluster_1304.5709_4.2366,1292.5513_4.24;1293.5531_4.2399;1295.0508_4.2407;1295.5529_4.2399;1296.0539_4.2402;1304.5709_4.2366;1309.5745_4.2363;1313.5514_4.2419;1321.5037_4.2431;1322.5089_4.2426;1326.5384_4.2448;1336.5797_4.2427;1352.5442_4.2387;1366.5646_4.2405;1368.5308_4.2407;1382.5843_4.2374;1386.5281_4.2412;1389.5174_4.243;651.7833_4.2356;652.2851_4.2381;656.7983_4.2366;674.786_4.2363;675.2875_4.2357;675.7869_4.235;679.8011_4.2339;706.2572_4.2379,26
329.1255_3.0238,329.1255,3.0238,82132.9609,Cluster_329.1255_3.0238,329.1255_3.0238;365.1013_3.0268;453.9903_3.0205,3
649.9645_1.1414,649.9645,1.1414,9098.948250000001,649.9645_1.1414,649.9645_1.1414,1
870.6356_0.582,870.6356,0.582,24589.3535,Cluster_700.7151_0.5812,1036.5597_0.5814;1038.5585_0.5818;700.7151_0.5812;702.7135_0.5807;784.6761_0.5807;786.6744_0.5805;788.6729_0.5808;868.6371_0.581;870.6356_0.582;872.634_0.5804;952.5983_0.5812;954.597_0.581,12
949.4664_4.9925,949.4664,4.9925,97943.66795,Cluster_949.4664_4.9925,1002.376_4.9918;1017.4516_4.9925;1049.3892_4.9933;1281.5693_5.0028;949.4664_4.9925;971.446_4.9928,6
603.0036_0.7433,603.0036,0.7433,13541.89645,Cluster_565.049_0.7284,549.0541_0.7289;565.049_0.7284;603.0036_0.7433;700.979_0.7416,4
415.1622_3.9231,415.1622,3.9231,13379.64745,Cluster_461.1683_3.9215,415.1622_3.9231;451.139_3.9222;461.1683_3.9215;514.0793_3.9203;515.087_3.9228,5
1343.614_4.9557,1343.614,4.9557,106407.77734999999,Cluster_1343.614_4.9557,1343.614_4.9557;1345.6262_4.9503;1346.6299_4.9605;1365.5928_4.955;1367.6052_4.9508;1368.6092_4.968;1379.588_4.9551;1381.597_4.9547;1382.6009_4.9528;1396.524_4.9548;1403.5731_4.9523;1406.5998_4.9436;1461.5467_4.9555;671.3043_4.959;694.3073_4.9549;694.8092_4.9547;695.3134_4.9559;712.2967_4.9549;712.7985_4.9557;713.304_4.9556;717.311_4.9549,21
281.0878_0.9248,281.0878,0.9248,18443.624000000003,281.0878_0.9248,281.0878_0.9248,1
470.017_2.8987,470.017,2.8987,23869.9453,Cluster_393.0823_2.8967,388.0908_2.8983;393.0823_2.8967;449.9593_2.8998;451.9595_2.9004;470.017_2.8987,5
710.9464_0.699,710.9464,0.699,10167.919399999999,710.9464_0.699,710.9464_0.699,1
702.7135_0.5807,702.7135,0.5807,24315.5928,Cluster_700.7151_0.5812,1036.5597_0.5814;1038.5585_0.5818;700.7151_0.5812;702.7135_0.5807;784.6761_0.5807;786.6744_0.5805;788.6729_0.5808;868.6371_0.581;870.6356_0.582;872.634_0.5804;952.5983_0.5812;954.597_0.581,12
675.2682_5.1986,675.2682,5.1986,27700.91605,675.2682_5.1986,675.2682_5.1986,1
518.8967_0.5335,518.8967,0.5335,19187.185550000002,Cluster_288.9379_0.5382,288.9379_0.5382;402.9182_0.5352;404.9169_0.535;516.8979_0.5339;518.8967_0.5335;532.877_0.538,6
472.1474_3.6801,472.1474,3.6801,30859.75095,Cluster_472.1474_3.6801,462.1193_3.6682;464.1184_3.6703;472.1474_3.6801,3
618.7525_0.582,618.7525,0.582,23710.85255,Cluster_280.9095_0.5804,1020.5866_0.574;1029.5732_0.5801;1104.5479_0.5746;1188.509_0.5753;1190.5073_0.5749;1274.4687_0.5764;1358.4302_0.5772;196.9471_0.5745;280.9095_0.5804;348.8966_0.5754;364.8708_0.5812;432.8578_0.5744;448.8319_0.5804;516.8188_0.575;532.7931_0.5815;600.7797_0.5765;616.7541_0.5804;618.7525_0.582;684.7411_0.5838;768.7016_0.5753;770.7002_0.577;852.6626_0.5763;856.6601_0.577;903.631_0.5783;936.6244_0.5752;945.6129_0.5792,26
1001.3879_4.2993,1001.3879,4.2993,7868.09475,Cluster_1001.3879_4.2993,1001.3879_4.2993;1037.3641_4.3007;779.3153_4.3018,3
288.15_2.971,288.15,2.971,38615.972649999996,Cluster_288.15_2.971,252.1731_2.9656;288.15_2.971;290.1473_2.9693;298.1784_2.9691,4
549.0541_0.7289,549.0541,0.7289,13498.3999,Cluster_565.049_0.7284,549.0541_0.7289;565.049_0.7284;603.0036_0.7433;700.979_0.7416,4
443.9301_5.8839,443.9301,5.8839,3663.526,Cluster_441.9326_5.8862,270.0544_5.8836;431.904_5.8851;433.9011_5.8856;441.9326_5.8862;443.9301_5.8839,5
595.1685_3.362,595.1685,3.362,87522.86325,Cluster_595.1685_3.362,595.1685_3.362;663.1554_3.3639,2
679.8006_3.8584,679.8006,3.8584,23961.925799999997,Cluster_1314.5987_3.8587,1268.5928_3.8592;1304.5686_3.8591;1305.5707_3.8586;1306.5689_3.8592;1307.5714_3.8595;1312.5783_3.8626;1314.5987_3.8587;1315.6001_3.8586;1316.6027_3.8585;1331.5854_3.8591;1336.5779_3.8583;1337.5806_3.8579;1382.5834_3.8589;1386.5271_3.8584;656.7978_3.858;679.8006_3.8584,16
337.0948_3.6225,337.0948,3.6225,282211.23439999996,Cluster_337.0948_3.6225,337.0948_3.6225;405.0821_3.6245;437.0194_3.6241;482.0168_3.6263,4
529.1577_3.3351,529.1577,3.3351,45827.57035,529.1577_3.3351,529.1577_3.3351,1
316.1099_1.8671,316.1099,1.8671,3229.07255,Cluster_130.0878_1.8674,130.0878_1.8674;198.0758_1.8678;231.0206_1.8676;283.1653_1.8674;316.1099_1.8671;360.1_1.8682;377.1522_1.8671;428.0869_1.8672;429.0956_1.8674;462.2413_1.8661;491.1944_1.8646,11
514.2165_2.4363,514.2165,2.4363,9134.72555,514.2165_2.4363,514.2165_2.4363,1
385.0996_0.7083,385.0996,0.7083,12262.8203,385.0996_0.7083,385.0996_0.7083,1
403.1262_2.4278,403.1262,2.4278,78427.1602,Cluster_403.1262_2.4278,403.1262_2.4278;441.1034_2.4224;449.1316_2.4266,3
619.0376_1.203,619.0376,1.203,10182.91745,619.0376_1.203,619.0376_1.203,1
425.1664_3.4047,425.1664,3.4047,16865.9434,425.1664_3.4047,425.1664_3.4047,1
100.0405_1.6635,100.0405,1.6635,25123.376949999998,Cluster_142.0515_1.6636,100.0405_1.6635;142.0515_1.6636;208.0238_1.6656;284.9588_1.6628;285.9648_1.6629;395.0711_1.6644;430.9809_1.6608,7
342.9887_1.5794,342.9887,1.5794,9068.0801,342.9887_1.5794,342.9887_1.5794,1
173.0827_3.5543,173.0827,3.5543,30842.427750000003,Cluster_335.1363_3.5569,173.0827_3.5543;335.1363_3.5569;435.06_3.5582,3
550.8505_0.5782,550.8505,0.5782,8592.78515,550.8505_0.5782,550.8505_0.5782,1
362.0524_2.338,362.0524,2.338,18491.366199999997,362.0524_2.338,362.0524_2.338,1
443.8134_0.6495,443.8134,0.6495,11363.6548,443.8134_0.6495,443.8134_0.6495,1
571.1132_4.0665,571.1132,4.0665,12979.08495,571.1132_4.0665,571.1132_4.0665,1
952.5983_0.5812,952.5983,0.5812,23937.45605,Cluster_700.7151_0.5812,1036.5597_0.5814;1038.5585_0.5818;700.7151_0.5812;702.7135_0.5807;784.6761_0.5807;786.6744_0.5805;788.6729_0.5808;868.6371_0.581;870.6356_0.582;872.634_0.5804;952.5983_0.5812;954.597_0.581,12
497.1684_4.6825,497.1684,4.6825,24423.333,497.1684_4.6825,497.1684_4.6825,1
290.9391_0.538,290.9391,0.538,12307.392100000001,Cluster_290.9391_0.538,290.9391_0.538;418.8996_0.5411,2
347.1723_4.4304,347.1723,4.4304,9682.64305,347.1723_4.4304,347.1723_4.4304,1
425.1471_5.118,425.1471,5.118,8642.140599999999,Cluster_425.1471_5.118,425.1471_5.118;493.1341_5.1203,2
319.141_3.4711,319.141,3.4711,7409.4668,319.141_3.4711,319.141_3.4711,1
1079.5319_5.1264,1079.5319,5.1264,19779.0176,1079.5319_5.1264,1079.5319_5.1264,1
529.1334_2.3518,529.1334,2.3518,58954.36525,Cluster_539.1632_2.3502,529.1334_2.3518;539.1632_2.3502,2
641.2252_2.6681,641.2252,2.6681,25405.7627,Cluster_641.2252_2.6681,619.2464_2.6553;641.2252_2.6681;672.158_2.6542;687.2726_2.6462;973.3354_2.6551,5
472.206_2.4123,472.206,2.4123,14422.1836,Cluster_472.206_2.4123,472.206_2.4123;588.2167_2.4048,2
116.0506_2.982,116.0506,2.982,7665.4653,Cluster_203.084_2.9821,116.0506_2.982;203.084_2.9821;429.1551_2.9821;506.091_2.9798,4
615.1305_2.5478,615.1305,2.5478,4850.0464,Cluster_164.0727_2.5485,164.0727_2.5485;344.1361_2.5485;351.1342_2.5484;384.0798_2.5484;418.0409_2.5481;547.1423_2.5477;548.1462_2.5482;564.1945_2.5483;583.1191_2.5482;615.1305_2.5478;683.268_2.5484;710.2247_2.5491;712.2216_2.5484,13
289.0944_2.8211,289.0944,2.8211,44277.17385,289.0944_2.8211,289.0944_2.8211,1
435.0608_4.5062,435.0608,4.5062,11177.1504,Cluster_337.1522_4.5051,1252.6313_4.5012;249.1356_4.5057;291.1464_4.5064;337.1522_4.5051;435.0608_4.5062;454.0357_4.5078;460.0012_4.5069;461.9985_4.5065;671.2783_4.5037;693.2618_4.5069;724.1896_4.5065,11
543.1175_3.1321,543.1175,3.1321,16658.654300000002,Cluster_443.1945_3.1317,443.1945_3.1317;543.1175_3.1321,2
517.1581_3.3368,517.1581,3.3368,15153.2612,Cluster_517.1581_3.3368,517.1581_3.3368;553.1336_3.3374,2
1154.5617_4.6386,1154.5617,4.6386,108011.0742,Cluster_1154.5617_4.6386,1108.5558_4.6387;1144.5315_4.6395;1145.534_4.6397;1146.5315_4.64;1154.5617_4.6386;1171.5495_4.6376;1176.5416_4.6393;1207.4741_4.6387;1208.4773_4.6369;1222.5468_4.6396;1226.4902_4.6344,11
486.0116_2.8476,486.0116,2.8476,24093.94825,Cluster_409.0772_2.8482,377.0667_2.8468;379.0657_2.8459;404.0849_2.8491;409.0772_2.8482;459.0244_2.8474;482.016_2.8475;486.0116_2.8476,7
361.1521_4.353,361.1521,4.353,9731.34475,361.1521_4.353,361.1521_4.353,1
875.3129_4.5228,875.3129,4.5228,38094.830050000004,Cluster_875.3129_4.5228,875.3129_4.5228;878.3135_4.522;902.3293_4.5228,3
200.9845_1.516,200.9845,1.516,13289.0161,Cluster_179.0022_1.5137,179.0022_1.5137;200.9845_1.516;278.928_1.5111;393.012_1.5073;423.9406_1.51;445.9235_1.5105,6
1473.2779_6.1307,1473.2779,6.1307,17483.41015,Cluster_1455.3085_6.1312,1455.3085_6.1312;1455.6409_6.131;1462.6335_6.1299;1462.9674_6.1295;1463.6341_6.1303;1463.9676_6.1305;1469.6262_6.132;1473.2779_6.1307;1473.6153_6.1333;1481.2772_6.1346;1488.2812_6.1322;1488.6156_6.1304;1488.9497_6.1325,13
586.2761_5.1264,586.2761,5.1264,18966.4287,Cluster_1081.5465_5.1244,1063.5328_5.1294;1081.5465_5.1244;1082.5477_5.1242;1084.5531_5.1258;1105.5034_5.1247;1117.5211_5.1254;1121.524_5.1246;1149.5307_5.1252;1179.5135_5.1187;1181.4715_5.1189;1199.4785_5.1254;540.2706_5.126;558.2593_5.1263;563.2743_5.1256;581.2621_5.1271;586.2761_5.1264,16
551.0163_1.1032,551.0163,1.1032,23668.7871,551.0163_1.1032,551.0163_1.1032,1
353.0893_2.8868,353.0893,2.8868,55142.0742,Cluster_353.0893_2.8868,353.0893_2.8868;453.0147_2.8848,2
395.0983_3.1601,395.0983,3.1601,28298.6904,Cluster_327.1103_3.1577,165.0564_3.1581;327.1103_3.1577;363.0867_3.1572;395.0983_3.1601;426.027_3.1613;427.0343_3.1632,6
1193.3816_2.2964,1193.3816,2.2964,760.80815,Cluster_1031.3298_2.3072,1031.3298_2.3072;1193.3816_2.2964,2
345.1791_2.7841,345.1791,2.7841,15403.11815,Cluster_318.1606_2.7777,282.1838_2.7778;318.1606_2.7777;320.158_2.7783;345.1791_2.7841;382.1075_2.7838;396.1764_2.7877,6
423.1636_3.7047,423.1636,3.7047,55463.808600000004,Cluster_421.1653_3.7045,421.1653_3.7045;423.1636_3.7047;448.1842_3.7043;499.1809_3.703,4
419.1941_4.4109,419.1941,4.4109,12137.46535,419.1941_4.4109,419.1941_4.4109,1
491.1944_1.8646,491.1944,1.8646,1707.35815,Cluster_130.0878_1.8674,130.0878_1.8674;198.0758_1.8678;231.0206_1.8676;283.1653_1.8674;316.1099_1.8671;360.1_1.8682;377.1522_1.8671;428.0869_1.8672;429.0956_1.8674;462.2413_1.8661;491.1944_1.8646,11
421.0758_0.6836,421.0758,0.6836,27052.3047,421.0758_0.6836,421.0758_0.6836,1
393.1782_4.0367,393.1782,4.0367,20095.001,393.1782_4.0367,393.1782_4.0367,1
585.1158_2.5826,585.1158,2.5826,3153.35585,585.1158_2.5826,585.1158_2.5826,1
549.1671_0.7153,549.1671,0.7153,25665.56835,Cluster_503.1622_0.7219,503.1622_0.7219;549.1671_0.7153,2
411.2035_5.1325,411.2035,5.1325,11482.0381,Cluster_457.2097_5.1389,411.2035_5.1325;457.2097_5.1389,2
